Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Labels,Description,Environment,Watchers,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Inward issue link (Cloners),Inward issue link (Cloners),Inward issue link (Cloners),Inward issue link (Cloners),Inward issue link (Cloners),Inward issue link (Cloners),Inward issue link (Cloners),Inward issue link (Cloners),Inward issue link (Cloners),Outward issue link (Cloners),Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Custom field (Actual Result),Custom field (Actual Result),Custom field (Actual end),Custom field (Actual start),Custom field (Change reason),Custom field (Change risk),Custom field (Change type),Custom field (Development),Custom field (Epic Color),Custom field (Epic Link),Epic Link Summary,Custom field (Epic Name),Custom field (Epic Status),Custom field (Expected Result),Custom field (Expected Result),Custom field (Impact),Custom field (Issue color),Custom field (Locked forms),Custom field (Open forms),Custom field (Project overview key),Custom field (Project overview status),Custom field (Rank),Custom field (Reason),Custom field (Request Type),Custom field (Score),Custom field (Score),Sprint,Custom field (Start date),Custom field (Story Points),Custom field (Story point estimate),Custom field (Submitted forms),Custom field (Target end),Custom field (Target start),Team Id,Team Name,Custom field (Test Level),Custom field (Test Level),Custom field (Test Steps),Custom field (Test Steps),Custom field (Testcase Result),Custom field (Testcase Result),Custom field (Total forms),Custom field (Vulnerability),Custom field ([CHART] Date of First Response),Custom field ([CHART] Time in Status),Parent,Parent summary,Status Category,Status Category Changed
NC6 Verify User name – Numbers are not allowed,PS-34,10173,Story,Done,PS,N1_NET1804_PETSPA,software,Nguyen Thanh Thang (K17 HCM),712020:adc501f2-387b-4840-90d6-24549c140a6b,,Medium,Done,Nguyen Thanh Thang (K17 HCM),712020:adc501f2-387b-4840-90d6-24549c140a6b,Nguyen Thanh Thang (K17 HCM),712020:adc501f2-387b-4840-90d6-24549c140a6b,Nguyen Thanh Thang (K17 HCM),712020:adc501f2-387b-4840-90d6-24549c140a6b,02/Jun/24 2:09 AM,18/Jun/24 8:22 PM,15/Jul/24 3:57 PM,18/Jun/24 8:01 PM,,0,,Test to verify that numbers are not allowed in the User Name field when submitting a form.,,Nguyen Thanh Thang (K17 HCM),712020:adc501f2-387b-4840-90d6-24549c140a6b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,The system should display an error message indicating that numbers are not allowed in the User Name field and prevent the form from being submitted.,,,,,,,0|i0011r:,,,,,,,,,,,,,,,Unit,,"1. Enter a User Name that contains numbers (e.g., ""User123"").
2. Fill in other required fields with valid data.
3. Attempt to submit the form.",,,,,,10004_*:*_1_*:*_0_*|*_10003_*:*_1_*:*_1446699898,,,Done,18/Jun/24 8:01 PM
NC5 Verify Password - Password must meet complexity requirements,PS-33,10172,Story,Done,PS,N1_NET1804_PETSPA,software,Nguyen Thanh Thang (K17 HCM),712020:adc501f2-387b-4840-90d6-24549c140a6b,,Medium,Done,Nguyen Thanh Thang (K17 HCM),712020:adc501f2-387b-4840-90d6-24549c140a6b,Nguyen Thanh Thang (K17 HCM),712020:adc501f2-387b-4840-90d6-24549c140a6b,Nguyen Thanh Thang (K17 HCM),712020:adc501f2-387b-4840-90d6-24549c140a6b,02/Jun/24 2:09 AM,18/Jun/24 8:22 PM,15/Jul/24 3:57 PM,18/Jun/24 8:01 PM,,0,,Test to verify that the Password field must meet the specified complexity requirements when submitting a form.,,Nguyen Thanh Thang (K17 HCM),712020:adc501f2-387b-4840-90d6-24549c140a6b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,The system should display an error message indicating that the Password does not meet the complexity requirements and prevent the form from being submitted.,,,,,,,0|i0011j:,,,,,,,,,,,,,,,Unit,,"1. Enter a password that does not meet the complexity requirements (e.g., only lowercase letters, less than the required length, no special characters, etc.).
2. Fill in other required fields with valid data.
3. Attempt to submit the form.
4. Repeat steps 2-4 with different combinations of non-compliant passwords (e.g., password without uppercase letters, password without numbers, password shorter than the minimum length).",,,,,,10004_*:*_1_*:*_0_*|*_10003_*:*_1_*:*_1446718164,,,Done,18/Jun/24 8:01 PM
NC4 Verify Password - Password must not be blank,PS-32,10171,Story,Done,PS,N1_NET1804_PETSPA,software,Nguyen Thanh Thang (K17 HCM),712020:adc501f2-387b-4840-90d6-24549c140a6b,,Medium,Done,Nguyen Thanh Thang (K17 HCM),712020:adc501f2-387b-4840-90d6-24549c140a6b,Nguyen Thanh Thang (K17 HCM),712020:adc501f2-387b-4840-90d6-24549c140a6b,Nguyen Thanh Thang (K17 HCM),712020:adc501f2-387b-4840-90d6-24549c140a6b,02/Jun/24 2:07 AM,18/Jun/24 8:22 PM,15/Jul/24 3:57 PM,18/Jun/24 8:01 PM,,0,,Test to verify that the system requires the Password field to be filled in when submitting a form.,,Nguyen Thanh Thang (K17 HCM),712020:adc501f2-387b-4840-90d6-24549c140a6b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,The system should display an error message indicating that the Password field must not be blank and prevent the form from being submitted.,,,,,,,0|i0011b:,,,,,,,,,,,,,,,Unit,,"1. Leave the Password field blank.
2. Fill in other required fields with valid data.
3. Attempt to submit the form.",,,,,,10004_*:*_1_*:*_0_*|*_10003_*:*_1_*:*_1446849214,,,Done,18/Jun/24 8:01 PM
NC3 Verify Email - First character cannot have space ,PS-31,10170,Story,Done,PS,N1_NET1804_PETSPA,software,Nguyen Thanh Thang (K17 HCM),712020:adc501f2-387b-4840-90d6-24549c140a6b,,Medium,Done,Nguyen Thanh Thang (K17 HCM),712020:adc501f2-387b-4840-90d6-24549c140a6b,Nguyen Thanh Thang (K17 HCM),712020:adc501f2-387b-4840-90d6-24549c140a6b,Nguyen Thanh Thang (K17 HCM),712020:adc501f2-387b-4840-90d6-24549c140a6b,02/Jun/24 1:56 AM,18/Jun/24 8:22 PM,15/Jul/24 3:57 PM,18/Jun/24 8:01 PM,,0,,Test to verify that the system rejects an email address if the first character is a space when submitting a form.,,Nguyen Thanh Thang (K17 HCM),712020:adc501f2-387b-4840-90d6-24549c140a6b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,The system should display an error message indicating that the email address cannot start with a space and prevent the form from being submitted.,,,,,,,0|i00113:,,,,,,,,,,,,,,,Unit,,"1.Enter an email address with a leading space in the Email field (e.g., "" example@example.com"").
2. Fill in other required fields with valid data.
3. Attempt to submit the form.",,,,,,10004_*:*_1_*:*_0_*|*_10003_*:*_1_*:*_1447502131,,,Done,18/Jun/24 8:01 PM
NC2 Verify Email - Email is not valid,PS-30,10169,Story,Done,PS,N1_NET1804_PETSPA,software,Nguyen Thanh Thang (K17 HCM),712020:adc501f2-387b-4840-90d6-24549c140a6b,,Medium,Done,Nguyen Thanh Thang (K17 HCM),712020:adc501f2-387b-4840-90d6-24549c140a6b,Nguyen Thanh Thang (K17 HCM),712020:adc501f2-387b-4840-90d6-24549c140a6b,Nguyen Thanh Thang (K17 HCM),712020:adc501f2-387b-4840-90d6-24549c140a6b,02/Jun/24 1:54 AM,18/Jun/24 8:22 PM,15/Jul/24 3:57 PM,18/Jun/24 8:01 PM,,0,,Test to verify that the system identifies and rejects invalid email formats when submitting a form.,,Nguyen Thanh Thang (K17 HCM),712020:adc501f2-387b-4840-90d6-24549c140a6b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,The system should display an error message indicating that the email format is invalid and prevent the form from being submitted.,,,,,,,0|i0010v:,,,,,,,,,,,,,,,Unit,,"1.Enter an invalid email format in the Email field (e.g., ""invalidemail"", ""invalid@.com"", ""invalid@com"", ""@invalid.com"").
2. Fill in other required fields with valid data.
3. Attempt to submit the form.",,,,,,10004_*:*_1_*:*_0_*|*_10003_*:*_1_*:*_1447637157,,,Done,18/Jun/24 8:01 PM
L15 - Verify Password - Password must not be blank,PS-29,10168,Story,Done,PS,N1_NET1804_PETSPA,software,Nguyen Thanh Thang (K17 HCM),712020:adc501f2-387b-4840-90d6-24549c140a6b,,Medium,Done,Duong Thanh Thoai (K17 HCM),712020:d3fdaee1-a731-44bf-9602-daee1d498329,Duong Thanh Thoai (K17 HCM),712020:d3fdaee1-a731-44bf-9602-daee1d498329,Duong Thanh Thoai (K17 HCM),712020:d3fdaee1-a731-44bf-9602-daee1d498329,02/Jun/24 12:34 AM,18/Jun/24 8:22 PM,15/Jul/24 3:57 PM,18/Jun/24 8:01 PM,,0,login,"This test case checks the system's validation for the password field when it is left blank during the login process. It confirms that the system displays a relevant error message, instructing the user to enter a password before attempting to log in.",,Duong Thanh Thoai (K17 HCM),712020:d3fdaee1-a731-44bf-9602-daee1d498329,,,,,,,,,,,,,,,,,,,,,,,,,,PS-28,,,,,,,,,,,,,,,,,,{},,,,,,,"The system should display an error message next to the password field saying ""Password must not be blank"".",,,,,,,0|i0010n:,,,,,,,,,,,,,,,Unit,,"1. Open the login page of the application. 
2. Enter a valid email in the email field.
3. Leave the password field blank. 
4. Click on the ""Login"" button.",Skip,,,,,10004_*:*_1_*:*_0_*|*_10003_*:*_1_*:*_1452440555,,,Done,18/Jun/24 8:01 PM
L14 - Verify Email Account - Email must not be blank,PS-28,10167,Story,Done,PS,N1_NET1804_PETSPA,software,Nguyen Thanh Thang (K17 HCM),712020:adc501f2-387b-4840-90d6-24549c140a6b,,Medium,Done,Duong Thanh Thoai (K17 HCM),712020:d3fdaee1-a731-44bf-9602-daee1d498329,Duong Thanh Thoai (K17 HCM),712020:d3fdaee1-a731-44bf-9602-daee1d498329,Duong Thanh Thoai (K17 HCM),712020:d3fdaee1-a731-44bf-9602-daee1d498329,02/Jun/24 12:33 AM,18/Jun/24 8:22 PM,15/Jul/24 3:57 PM,18/Jun/24 8:01 PM,,0,login,"This test case verifies the system's validation for the email field when it is left blank during the login process. It ensures that an appropriate error message is displayed to the user, prompting them to fill in the email field before proceeding.",,Duong Thanh Thoai (K17 HCM),712020:d3fdaee1-a731-44bf-9602-daee1d498329,,,,,,,,,,,,,,,,,PS-29,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,"The system should display an error message next to the email field saying ""Email must not be blank"".",,,,,,,0|i0010f:,,,,,,,,,,,,,,,Unit,,"1. Open the login page of the application. 
2. Leave the email field blank. 
3. Enter a valid password in the password field. 
4. Click on the ""Login"" button.",Skip,,,,,10004_*:*_1_*:*_0_*|*_10003_*:*_1_*:*_1452471388,,,Done,18/Jun/24 8:01 PM
NC1- Verify Email - Email must not be blank,PS-27,10166,Story,Done,PS,N1_NET1804_PETSPA,software,Nguyen Thanh Thang (K17 HCM),712020:adc501f2-387b-4840-90d6-24549c140a6b,,Medium,Done,Nguyen Thanh Thang (K17 HCM),712020:adc501f2-387b-4840-90d6-24549c140a6b,Nguyen Thanh Thang (K17 HCM),712020:adc501f2-387b-4840-90d6-24549c140a6b,Nguyen Thanh Thang (K17 HCM),712020:adc501f2-387b-4840-90d6-24549c140a6b,01/Jun/24 11:46 PM,18/Jun/24 8:22 PM,15/Jul/24 3:57 PM,18/Jun/24 8:01 PM,,0,,Test to verify that the Email field must not be left blank when submitting a form.,,Nguyen Thanh Thang (K17 HCM),712020:adc501f2-387b-4840-90d6-24549c140a6b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,The system should display an error message indicating that the Email field must not be blank and prevent the form from being submitted.,,,,,,,0|i00107:,,,,,,,,,,,,,,,Unit,,"1. Leave the Email field blank.
2. Fill in other required fields with valid data.
3. Attempt to submit the form.",,,,,,10004_*:*_1_*:*_0_*|*_10003_*:*_1_*:*_1455309703,,,Done,18/Jun/24 8:01 PM
Revenue Management,PS-26,10165,Story,Done,PS,N1_NET1804_PETSPA,software,Nguyen Thanh Thang (K17 HCM),712020:adc501f2-387b-4840-90d6-24549c140a6b,,Medium,Done,,,Nguyen Thanh Thang (K17 HCM),712020:adc501f2-387b-4840-90d6-24549c140a6b,Nguyen Thanh Thang (K17 HCM),712020:adc501f2-387b-4840-90d6-24549c140a6b,01/Jun/24 11:40 PM,22/Jun/24 9:36 PM,15/Jul/24 3:57 PM,22/Jun/24 9:36 PM,,0,,,,Nguyen Thanh Thang (K17 HCM),712020:adc501f2-387b-4840-90d6-24549c140a6b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},ghx-label-8,,,,,,,,dark_purple,,,,,0|i000zz:,,,,,,,,,,,,,,,,,,,,,,,10004_*:*_1_*:*_0_*|*_10003_*:*_1_*:*_1806950808,,,Done,22/Jun/24 9:36 PM
Delete Account,PS-25,10164,Story,Done,PS,N1_NET1804_PETSPA,software,Nguyen Thanh Thang (K17 HCM),712020:adc501f2-387b-4840-90d6-24549c140a6b,,Medium,Done,,,Nguyen Thanh Thang (K17 HCM),712020:adc501f2-387b-4840-90d6-24549c140a6b,Nguyen Thanh Thang (K17 HCM),712020:adc501f2-387b-4840-90d6-24549c140a6b,01/Jun/24 11:40 PM,22/Jun/24 9:32 PM,15/Jul/24 3:57 PM,22/Jun/24 9:32 PM,,0,,,,Nguyen Thanh Thang (K17 HCM),712020:adc501f2-387b-4840-90d6-24549c140a6b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},ghx-label-5,,,,,,,,dark_teal,,,,,0|i000zr:,,,,,,,,,,,,,,,,,,,,,,,10004_*:*_1_*:*_0_*|*_10003_*:*_1_*:*_1806722215,,,Done,22/Jun/24 9:32 PM
Modify Account,PS-24,10163,Story,Done,PS,N1_NET1804_PETSPA,software,Nguyen Thanh Thang (K17 HCM),712020:adc501f2-387b-4840-90d6-24549c140a6b,,Medium,Done,,,Nguyen Thanh Thang (K17 HCM),712020:adc501f2-387b-4840-90d6-24549c140a6b,Nguyen Thanh Thang (K17 HCM),712020:adc501f2-387b-4840-90d6-24549c140a6b,01/Jun/24 11:40 PM,22/Jun/24 9:36 PM,15/Jul/24 3:57 PM,22/Jun/24 9:36 PM,,0,,,,Nguyen Thanh Thang (K17 HCM),712020:adc501f2-387b-4840-90d6-24549c140a6b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},ghx-label-7,,,Modify Account,To Do,,,,purple,,,,,0|i000zj:,,,,,,,,,,,,,,,,,,,,,,,10004_*:*_1_*:*_0_*|*_10003_*:*_1_*:*_1806964919,,,Done,22/Jun/24 9:36 PM
Create Account,PS-23,10162,Story,Done,PS,N1_NET1804_PETSPA,software,Nguyen Thanh Thang (K17 HCM),712020:adc501f2-387b-4840-90d6-24549c140a6b,,Medium,Done,,,Nguyen Thanh Thang (K17 HCM),712020:adc501f2-387b-4840-90d6-24549c140a6b,Nguyen Thanh Thang (K17 HCM),712020:adc501f2-387b-4840-90d6-24549c140a6b,01/Jun/24 11:40 PM,22/Jun/24 9:36 PM,15/Jul/24 3:57 PM,22/Jun/24 9:36 PM,,0,,,,Nguyen Thanh Thang (K17 HCM),712020:adc501f2-387b-4840-90d6-24549c140a6b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},ghx-label-12,,,,,,,,grey,,,,,0|i000zb:,,,,,,,,,,,,,,,,,,,,,,,10004_*:*_1_*:*_0_*|*_10003_*:*_1_*:*_1806968486,,,Done,22/Jun/24 9:36 PM
Manage Account,PS-22,10161,Story,Done,PS,N1_NET1804_PETSPA,software,Nguyen Thanh Thang (K17 HCM),712020:adc501f2-387b-4840-90d6-24549c140a6b,,Medium,Done,,,Nguyen Thanh Thang (K17 HCM),712020:adc501f2-387b-4840-90d6-24549c140a6b,Nguyen Thanh Thang (K17 HCM),712020:adc501f2-387b-4840-90d6-24549c140a6b,01/Jun/24 11:40 PM,22/Jun/24 9:36 PM,15/Jul/24 3:57 PM,22/Jun/24 9:36 PM,,0,,,,Nguyen Thanh Thang (K17 HCM),712020:adc501f2-387b-4840-90d6-24549c140a6b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},ghx-label-1,,,,,,,,dark_grey,,,,,0|i000z3:,,,,,,,,,,,,,,,,,,,,,,,10004_*:*_1_*:*_0_*|*_10003_*:*_1_*:*_1806973612,,,Done,22/Jun/24 9:36 PM
View Account Detail,PS-21,10160,Story,Done,PS,N1_NET1804_PETSPA,software,Nguyen Thanh Thang (K17 HCM),712020:adc501f2-387b-4840-90d6-24549c140a6b,,Medium,Done,,,Nguyen Thanh Thang (K17 HCM),712020:adc501f2-387b-4840-90d6-24549c140a6b,Nguyen Thanh Thang (K17 HCM),712020:adc501f2-387b-4840-90d6-24549c140a6b,01/Jun/24 11:40 PM,22/Jun/24 9:32 PM,15/Jul/24 3:57 PM,22/Jun/24 9:32 PM,,0,,,,Nguyen Thanh Thang (K17 HCM),712020:adc501f2-387b-4840-90d6-24549c140a6b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},ghx-label-10,,,,,,,,blue,,,,,0|i000yv:,,,,,,,,,,,,,,,,,,,,,,,10004_*:*_1_*:*_0_*|*_10003_*:*_1_*:*_1806742194,,,Done,22/Jun/24 9:32 PM
View Account List,PS-20,10159,Story,Done,PS,N1_NET1804_PETSPA,software,Nguyen Thanh Thang (K17 HCM),712020:adc501f2-387b-4840-90d6-24549c140a6b,,Medium,Done,,,Nguyen Thanh Thang (K17 HCM),712020:adc501f2-387b-4840-90d6-24549c140a6b,Nguyen Thanh Thang (K17 HCM),712020:adc501f2-387b-4840-90d6-24549c140a6b,01/Jun/24 11:40 PM,22/Jun/24 9:32 PM,15/Jul/24 3:57 PM,22/Jun/24 9:32 PM,,0,,,,Nguyen Thanh Thang (K17 HCM),712020:adc501f2-387b-4840-90d6-24549c140a6b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},ghx-label-14,,,,,,,,dark_orange,,,,,0|i000yn:,,,,,,,,,,,,,,,,,,,,,,,10004_*:*_1_*:*_0_*|*_10003_*:*_1_*:*_1806751507,,,Done,22/Jun/24 9:32 PM
Sales Revenue Management,PS-19,10158,Story,Done,PS,N1_NET1804_PETSPA,software,Nguyen Thanh Thang (K17 HCM),712020:adc501f2-387b-4840-90d6-24549c140a6b,,Medium,Done,,,Nguyen Thanh Thang (K17 HCM),712020:adc501f2-387b-4840-90d6-24549c140a6b,Nguyen Thanh Thang (K17 HCM),712020:adc501f2-387b-4840-90d6-24549c140a6b,01/Jun/24 11:40 PM,22/Jun/24 9:32 PM,15/Jul/24 3:57 PM,22/Jun/24 9:32 PM,,0,,,,Nguyen Thanh Thang (K17 HCM),712020:adc501f2-387b-4840-90d6-24549c140a6b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},ghx-label-8,,,,,,,,dark_purple,,,,,0|i000yf:,,,,,,,,,,,,,,,,,,,,,,,10004_*:*_1_*:*_0_*|*_10003_*:*_1_*:*_1806750928,,,Done,22/Jun/24 9:32 PM
Check History Booking,PS-18,10157,Story,Done,PS,N1_NET1804_PETSPA,software,Nguyen Thanh Thang (K17 HCM),712020:adc501f2-387b-4840-90d6-24549c140a6b,,Medium,Done,,,Nguyen Thanh Thang (K17 HCM),712020:adc501f2-387b-4840-90d6-24549c140a6b,Nguyen Thanh Thang (K17 HCM),712020:adc501f2-387b-4840-90d6-24549c140a6b,01/Jun/24 11:39 PM,22/Jun/24 9:32 PM,15/Jul/24 3:57 PM,22/Jun/24 9:32 PM,,0,,,,Nguyen Thanh Thang (K17 HCM),712020:adc501f2-387b-4840-90d6-24549c140a6b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},ghx-label-12,,,,,,,,grey,,,,,0|i000y7:,,,,,,,,,,,,,,,,,,,,,,,10004_*:*_1_*:*_0_*|*_10003_*:*_1_*:*_1806776048,,,Done,22/Jun/24 9:32 PM
Verify Service Request,PS-17,10156,Story,Done,PS,N1_NET1804_PETSPA,software,Nguyen Thanh Thang (K17 HCM),712020:adc501f2-387b-4840-90d6-24549c140a6b,,Medium,Done,,,Nguyen Thanh Thang (K17 HCM),712020:adc501f2-387b-4840-90d6-24549c140a6b,Nguyen Thanh Thang (K17 HCM),712020:adc501f2-387b-4840-90d6-24549c140a6b,01/Jun/24 11:39 PM,22/Jun/24 9:32 PM,15/Jul/24 3:57 PM,22/Jun/24 9:32 PM,,0,,,,Nguyen Thanh Thang (K17 HCM),712020:adc501f2-387b-4840-90d6-24549c140a6b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},ghx-label-8,,,,,,,,dark_purple,,,,,0|i000xz:,,,,,,,,,,,,,,,,,,,,,,,10004_*:*_1_*:*_0_*|*_10003_*:*_1_*:*_1806779323,,,Done,22/Jun/24 9:32 PM
Manage Service,PS-16,10155,Story,Done,PS,N1_NET1804_PETSPA,software,Nguyen Thanh Thang (K17 HCM),712020:adc501f2-387b-4840-90d6-24549c140a6b,,Medium,Done,,,Nguyen Thanh Thang (K17 HCM),712020:adc501f2-387b-4840-90d6-24549c140a6b,Nguyen Thanh Thang (K17 HCM),712020:adc501f2-387b-4840-90d6-24549c140a6b,01/Jun/24 11:39 PM,22/Jun/24 9:32 PM,15/Jul/24 3:57 PM,22/Jun/24 9:32 PM,,0,,,,Nguyen Thanh Thang (K17 HCM),712020:adc501f2-387b-4840-90d6-24549c140a6b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},ghx-label-1,,,,,,,,dark_grey,,,,,0|i000xr:,,,,,,,,,,,,,,,,,,,,,,,10004_*:*_1_*:*_0_*|*_10003_*:*_1_*:*_1806787675,,,Done,22/Jun/24 9:32 PM
Remove Service,PS-15,10154,Story,Done,PS,N1_NET1804_PETSPA,software,Nguyen Thanh Thang (K17 HCM),712020:adc501f2-387b-4840-90d6-24549c140a6b,,Medium,Done,,,Nguyen Thanh Thang (K17 HCM),712020:adc501f2-387b-4840-90d6-24549c140a6b,Nguyen Thanh Thang (K17 HCM),712020:adc501f2-387b-4840-90d6-24549c140a6b,01/Jun/24 11:39 PM,22/Jun/24 9:32 PM,15/Jul/24 3:57 PM,22/Jun/24 9:32 PM,16/Jun/24 12:00 AM,0,,,,Nguyen Thanh Thang (K17 HCM),712020:adc501f2-387b-4840-90d6-24549c140a6b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},ghx-label-6,,,,,,,,green,,,,,0|i000xj:,,,,,,03/Jun/24 12:00 AM,,,,,,,,,,,,,,,,,10004_*:*_1_*:*_0_*|*_10003_*:*_1_*:*_1806795420,,,Done,22/Jun/24 9:32 PM
Modify Service,PS-14,10153,Story,Done,PS,N1_NET1804_PETSPA,software,Nguyen Thanh Thang (K17 HCM),712020:adc501f2-387b-4840-90d6-24549c140a6b,,Medium,Done,,,Nguyen Thanh Thang (K17 HCM),712020:adc501f2-387b-4840-90d6-24549c140a6b,Nguyen Thanh Thang (K17 HCM),712020:adc501f2-387b-4840-90d6-24549c140a6b,01/Jun/24 11:39 PM,22/Jun/24 9:32 PM,15/Jul/24 3:57 PM,22/Jun/24 9:32 PM,,0,,,,Nguyen Thanh Thang (K17 HCM),712020:adc501f2-387b-4840-90d6-24549c140a6b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},ghx-label-7,,,Modify Service,To Do,,,,purple,,,,,0|i000xb:,,,,,,,,,,,,,,,,,,,,,,,10004_*:*_1_*:*_0_*|*_10003_*:*_1_*:*_1806802423,,,Done,22/Jun/24 9:32 PM
Create New Service,PS-13,10152,Story,Done,PS,N1_NET1804_PETSPA,software,Nguyen Thanh Thang (K17 HCM),712020:adc501f2-387b-4840-90d6-24549c140a6b,,Medium,Done,,,Nguyen Thanh Thang (K17 HCM),712020:adc501f2-387b-4840-90d6-24549c140a6b,Nguyen Thanh Thang (K17 HCM),712020:adc501f2-387b-4840-90d6-24549c140a6b,01/Jun/24 11:39 PM,22/Jun/24 9:32 PM,15/Jul/24 3:57 PM,22/Jun/24 9:32 PM,,0,,,,Nguyen Thanh Thang (K17 HCM),712020:adc501f2-387b-4840-90d6-24549c140a6b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},ghx-label-7,,,Create New Service,To Do,,,,purple,,,,,0|i000x3:,,,,,,,,,,,,,,,,,,,,,,,10004_*:*_1_*:*_0_*|*_10003_*:*_1_*:*_1806805181,,,Done,22/Jun/24 9:32 PM
Review,PS-12,10151,Story,Done,PS,N1_NET1804_PETSPA,software,Nguyen Thanh Thang (K17 HCM),712020:adc501f2-387b-4840-90d6-24549c140a6b,,Medium,Done,,,Nguyen Thanh Thang (K17 HCM),712020:adc501f2-387b-4840-90d6-24549c140a6b,Nguyen Thanh Thang (K17 HCM),712020:adc501f2-387b-4840-90d6-24549c140a6b,01/Jun/24 11:38 PM,22/Jun/24 9:32 PM,15/Jul/24 3:57 PM,22/Jun/24 9:32 PM,,0,,,,Nguyen Thanh Thang (K17 HCM),712020:adc501f2-387b-4840-90d6-24549c140a6b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},ghx-label-7,,,Review,To Do,,,,purple,,,,,0|i000wv:,,,,,,,,,,,,,,,,,,,,,,,10004_*:*_1_*:*_0_*|*_10003_*:*_1_*:*_1806814433,,,Done,22/Jun/24 9:32 PM
Manage Booking,PS-11,10150,Story,Done,PS,N1_NET1804_PETSPA,software,Nguyen Thanh Thang (K17 HCM),712020:adc501f2-387b-4840-90d6-24549c140a6b,,Medium,Done,,,Nguyen Thanh Thang (K17 HCM),712020:adc501f2-387b-4840-90d6-24549c140a6b,Nguyen Thanh Thang (K17 HCM),712020:adc501f2-387b-4840-90d6-24549c140a6b,01/Jun/24 11:38 PM,22/Jun/24 9:32 PM,15/Jul/24 3:57 PM,22/Jun/24 9:32 PM,,0,,,,Nguyen Thanh Thang (K17 HCM),712020:adc501f2-387b-4840-90d6-24549c140a6b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},ghx-label-14,,,,,,,,dark_orange,,,,,0|i000wn:,,,,,,,,,,,,,,,,,,,,,,,10004_*:*_1_*:*_0_*|*_10003_*:*_1_*:*_1806816063,,,Done,22/Jun/24 9:32 PM
View Booking Detail,PS-10,10149,Story,Done,PS,N1_NET1804_PETSPA,software,Nguyen Thanh Thang (K17 HCM),712020:adc501f2-387b-4840-90d6-24549c140a6b,,Medium,Done,,,Nguyen Thanh Thang (K17 HCM),712020:adc501f2-387b-4840-90d6-24549c140a6b,Nguyen Thanh Thang (K17 HCM),712020:adc501f2-387b-4840-90d6-24549c140a6b,01/Jun/24 11:38 PM,22/Jun/24 9:32 PM,15/Jul/24 3:57 PM,22/Jun/24 9:32 PM,,0,,,,Nguyen Thanh Thang (K17 HCM),712020:adc501f2-387b-4840-90d6-24549c140a6b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},ghx-label-13,,,,,,,,dark_green,,,,,0|i000wf:,,,,,,,,,,,,,,,,,,,,,,,10004_*:*_1_*:*_0_*|*_10003_*:*_1_*:*_1806808222,,,Done,22/Jun/24 9:32 PM
